StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,1. Multiple choice,Q45,3. Short answer,Q46,Q47,Q49,Q48,Q50,Q51,Q52,Q53,Q54,Q55,Q57,Q56,4. Multiple choice,Q58,5. Multiple choice,Q59,6. Multiple choice,Q60,7. Multiple choice,Q61,8. Multiple choice,Q62,13.,Q63,Q64,Q65,10. Multiple choice,Q67,12.,Q68,15.,16.
2024-12-08 04:25:10,2024-12-08 04:28:58,IP Address,185.104.138.52,100,228,True,2024-12-08 04:28:59,R_8O6dDBhaM0q40lt,,,,,51.2993,9.491,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Soil Science,,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,Germany,Denmark
2024-12-08 07:50:24,2024-12-08 07:54:45,IP Address,174.201.16.67,100,261,True,2024-12-08 07:54:46,R_3Ve7kwgxqSH9RcJ,,,,,39.696,-105.0346,anonymous,EN,Yes,Yes,"My male professor once described column chromatography as a group of people shopping at a mall. It’s a good metaphor, albeit unnecessarily gendered. He described how women would stick around the stores longer and men would filter through faster, akin to how chemicals might have more or less affinity with the stationary phase. ",No,,No,,No,,Yes,"In coding I see the “master” branch metaphor often. I like how my courses taught us to change this terminology to the Main branch instead. ",No,,No,,"Biogeosciences/Geobiology,Ocean Sciences,Science and Society",,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Usa,Usa
2024-12-08 08:59:54,2024-12-08 09:06:10,IP Address,50.228.143.194,100,375,True,2024-12-08 09:06:10,R_3w06NzmBbradMYN,,,,,38.9208,-77.036,anonymous,EN,Yes,Yes,,Yes,,Yes,there is a submodel(coupler of climate model) named 'Jcup'. I never say the model name in narration!,No,,No,,No,,No,,Paleoceanography and Paleoclimatology,,Modeling/theory,,"Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,Man or man identified,,Male,,,,Asian,,Not Hispanic or Latinx,,Japan,Japan
2024-12-08 09:14:23,2024-12-08 09:17:19,IP Address,160.39.61.67,100,175,True,2024-12-08 09:17:20,R_11C08JRTuBmMyZ3,,,,,40.8123,-73.9682,anonymous,EN,Yes,Yes,Earth as 'she' or 'Mother Earth',Yes,"Lude jokes about rock types. ",No,,No,,No,,Yes,"Lesbian jokes about dikes. ",No,,Cryosphere Sciences,,Modeling/theory,,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,US,US
2024-12-08 09:43:22,2024-12-08 09:45:40,IP Address,12.74.53.82,100,138,True,2024-12-08 09:45:41,R_73CPej8775oaJdP,,,,,40.6764,-73.8753,anonymous,EN,Yes,Yes,,Yes,,Yes,,No,,No,,Yes,,No,,"Ocean Sciences,Paleoceanography and Paleoclimatology",,Labwork,,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Lesbian,,White,,Not Hispanic or Latinx,,US,US
2024-12-08 09:46:20,2024-12-08 09:49:49,IP Address,172.58.243.3,100,209,True,2024-12-08 09:49:50,R_3uR7fxNFX8kEU1s,,,,,38.9379,-77.0859,anonymous,EN,Yes,Yes,,Yes,"""pegmatite dike"" because of what it sounds like",Yes,,No,,Yes,"""indian"" referring to indigenous peoples ",Yes,dikes,No,,"Cryosphere Sciences,Paleoceanography and Paleoclimatology",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,A gender not listed here,,Prefer not to say,,"Queer,Asexual",,"Asian,White",,Hispanic or Latinx,,United States,United States
2024-12-08 12:15:12,2024-12-08 12:19:47,IP Address,130.195.253.54,100,275,True,2024-12-08 12:19:48,R_4Sk3C7suRaQXwDM,,,,,-41.2971,174.7932,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Other,European,USA,New Zealand
2024-12-08 13:07:53,2024-12-08 13:14:17,IP Address,92.184.105.91,100,384,True,2024-12-08 13:14:17,R_2wsq75JcfoGrt4y,,,,,48.8582,2.3387,anonymous,EN,Yes,Yes,,Yes,,Yes,Male plus or female plug...,Yes,Photo of women which were show as art samples from a certain region of the world. But for sue others photos could have been choses as exemplary...,Yes,,Yes,,,,,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,,,White,,,,Francz,Switzerland
2024-12-08 14:34:27,2024-12-08 14:48:29,IP Address,172.225.213.167,100,841,True,2024-12-08 14:48:30,R_5cl4utO5FQ6Axvb,,,,,40.1171,-88.2482,anonymous,EN,Yes,Yes,"No particular instance sticks out but I’ve definitely heard things like the ocean being referred to as she, and using binary gendered pronouns to refer to inanimate objects.",Yes,I’ve heard the results described as sexy example in a talk recently.,No,,No,,Yes,"I’m pretty sure I’ve heard racially gendered slurs as place names, but I don’t remember specific examples.",No,,,,"Seismology,Volcanology, Geochemistry, and Petrology",,"Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,"Woman or woman identified,Non-binary,A gender not listed here",Gender flux,Female,,Pansexual,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-08 15:01:31,2024-12-08 15:09:55,IP Address,73.163.172.50,100,503,True,2024-12-08 15:09:56,R_3G06TpU09O7lmPn,,,,,38.9324,-77.0271,anonymous,EN,Yes,Yes,referring to the ocean as “she”,No,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Paleoceanography and Paleoclimatology",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-08 17:10:12,2024-12-08 17:14:13,IP Address,133.87.216.30,100,241,True,2024-12-08 17:14:14,R_4OlpXJGvxH8X6qB,,,,,43.0875,141.3335,anonymous,EN,Yes,No,,Yes,"Only the reference about results being ""sexy"".",No,,No,,No,,No,,No,,"Fluid Earth + Climate,Cryosphere Sciences,Ocean Sciences",,Fieldwork,,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,Black or African American,,Prefer not to say,,France,Japan
2024-12-08 18:05:54,2024-12-08 18:10:50,IP Address,216.147.124.254,100,295,True,2024-12-08 18:10:51,R_18vekZScucuhf8d,,,,,39.7388,-104.9868,anonymous,EN,Yes,Yes,"Boats are ""she""",Yes,describing results as “sexy”,No,,No,,No,,No,,Yes,"Groups of female scientists being referred to as ""ladies""","Fluid Earth + Climate,Cryosphere Sciences,Ocean Sciences",,"Fieldwork,Labwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,United States,United States
2024-12-08 18:58:24,2024-12-08 19:00:40,IP Address,185.104.139.73,100,135,True,2024-12-08 19:00:40,R_7Vl2xe90t2knbNO,,,,,37.751,-97.822,anonymous,EN,Yes,Yes,,Yes,"there were jokes about the song ""bedrock"" in college",Yes,rock cleavage,No,,No,,Yes,dike language,No,,"Fluid Earth + Climate,Atmospheric Sciences,Global Environmental Change,Paleoceanography and Paleoclimatology,GeoHealth",,Modeling/theory,,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-08 19:30:18,2024-12-08 19:42:15,IP Address,174.216.144.76,100,716,True,2024-12-08 19:42:15,R_7fj5ocstyBZCl4S,,,,,39.068,-76.9933,anonymous,EN,Yes,Yes,"Gendered metaphors to describe the ocean/ships; romance to describe chemical bonds; ",Yes,"I’ve encountered people describing data or research topics as sexy; jokes about cleavage; ",Yes,"Mostly place names likened in some way to breasts ",No,,Yes,Racial slurs in place names (particularly towards Native American women),Yes,"The dike example, yes",No,,"Biogeosciences/Geobiology,Ocean Sciences",,"Fieldwork,Labwork",,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-08 19:42:10,2024-12-08 19:48:07,IP Address,174.240.22.76,100,356,True,2024-12-08 19:48:07,R_7QaCTitLtc44ggh,,,,,33.5594,-112.0902,anonymous,EN,Yes,No,,Yes,"The Mohs hardness scale turned sexual, all the time. ",No,,No,,No,,Yes,The example listed,No,,"Volcanology, Geochemistry, and Petrology,Mineral and Rock Physics/Chemistry,Planetary Sciences,Science and Society",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Bisexual,,White,,Not Hispanic or Latinx,,United States of America,United States of America
2024-12-08 20:07:32,2024-12-08 20:26:32,IP Address,97.116.44.200,100,1140,True,2024-12-08 20:26:33,R_3fJpPoWfXZuKhPu,,,,,45.0782,-93.1894,anonymous,EN,Yes,Yes,,Yes,"Most of the examples listed and more, such as lewd comments about other meanings of the abbreviation for the South Tibetan Detachment.

The shape example also occurs in descriptions of shapes and trends on graphs. ",Yes,"Knockers, though this was not originally a sexualized term. I have heard some people in talks or conversations at meetings or in the field try to make a joke or innuendo about the term. ",Yes,"I was recently in a conference session about diamond genesis and a speaker made jokes about dumb females not understanding that not all diamonds are big shiny gems that can be worn as jewelry. ",Yes,I can’t think of a specific example at the moment but I am sure there are problematic place names.,Yes,Reference to dikes is probably the most common one,Yes,"I have heard inappropriate comments and even gotten them in reviews when I have worked with an all-female team. In one field team that had 4 women and one man, we were frequently referred to as his “harem” (not by him, by non-team members).","Earth Surface + Lithosphere,Tectonophysics,Mineral and Rock Physics/Chemistry",,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene),Pre-Cenozoic (Mesozoic, Paleozoic, Precambrian)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,USA,USA
2024-12-08 22:14:16,2024-12-08 22:18:12,IP Address,185.107.13.14,100,235,True,2024-12-08 22:18:12,R_2BkylryHjDmT96b,,,,,55.7123,12.0564,anonymous,EN,Yes,No,,Yes,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Cryosphere Sciences,Informatics",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,Germany,Denmark
2024-12-08 22:06:16,2024-12-08 22:19:22,IP Address,109.40.241.50,100,785,True,2024-12-08 22:19:22,R_2BqVVQ47Go0VgDs,,,,,52.5196,13.4069,anonymous,EN,Yes,No,,Yes,"more from fellow students, not teaching body or my bosses.
examples: sexy results
also sexual jokes regarding st barbara where many members of the institute were present but this was not really a professional celebration more a geologist's party. 
examples from the geo-band-lyrics: being harder then the mohs scale, waking up drunk next to barbara, barbara being thicker then the crate from toba in sumatra",No,,No,,No,,No,,No,,"Volcanology, Geochemistry, and Petrology,Mineral and Rock Physics/Chemistry",,Labwork,,N/A,,Undergraduate student,,"Man or man identified,Transgender",,Prefer not to say,,"Bisexual,Queer",,White,,Not Hispanic or Latinx,,"Germany ","Germany "
2024-12-08 22:53:23,2024-12-08 22:55:41,IP Address,194.230.158.203,100,138,True,2024-12-08 22:55:42,R_8s6Iftggqi1Y87v,,,,,46.5363,6.6428,anonymous,EN,Yes,No,,Yes,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Cryosphere Sciences",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,UK,Switzerland
2024-12-08 23:13:43,2024-12-08 23:17:33,IP Address,129.177.91.182,100,230,True,2024-12-08 23:17:34,R_2TvowY7NuZI5kls,,,,,60.3963,5.3214,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Fluid Earth + Climate,Ocean Sciences,Education",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,Prefer not to reply,,Prefer not to say,,Norway,Norway
2024-12-08 23:30:08,2024-12-08 23:36:52,IP Address,195.176.245.6,100,403,True,2024-12-08 23:36:53,R_2DiOXQNa5vJlbMZ,,,,,46.7969,9.8162,anonymous,EN,Yes,Yes,,No,,No,,No,,Yes,,No,,No,,"Atmospheric Sciences,Cryosphere Sciences",,Other,Data Analysis,Other,Present / Holocene,Undergraduate student,,Non-binary,,Female,,Asexual,,White,,,,Germany,Switzerland
2024-12-08 23:48:48,2024-12-08 23:53:46,IP Address,141.84.9.25,100,297,True,2024-12-08 23:53:46,R_8hNpFFrWRBgwQdt,,,,,48.1417,11.5644,anonymous,EN,Yes,Yes,Referring to the ocean as “she”.,No,,Yes,"FETISh as a name for an ice sheet model, which has since been renamed.",No,,No,,No,,No,,Cryosphere Sciences,,Modeling/theory,,Post-industrial era (post-1750 CE),,Postdoc,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,United Kingdom,Germany
2024-12-09 00:12:35,2024-12-09 00:19:21,IP Address,193.52.40.251,100,405,True,2024-12-09 00:19:22,R_8E2arPqq8RoS25z,,,,,47.4704,-0.5463,anonymous,EN,Yes,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,Yes,,"Biogeosciences/Geobiology,Global Environmental Change,Ocean Sciences,Paleoceanography and Paleoclimatology",,"Fieldwork,Labwork",,"Cenozoic (Quaternary, Neogene, Eogene)",,Postdoc,,"Transgender,Non-binary,Genderqueer/gender non-conforming",,Female,,"Pansexual,Queer",,White,,Not Hispanic or Latinx,,Germany,France
2024-12-09 00:15:17,2024-12-09 00:42:58,IP Address,130.229.139.190,100,1660,True,2024-12-09 00:42:58,R_25U5wJOt8QmRZg5,,,,,59.3287,18.0717,anonymous,EN,Yes,Yes,"Worked on ships which have always been referred to as ""she"". ",Yes,"Have used the term ""sexy"" to describe results, something others have used many times in my presence",Yes,"I guess many people that have worked in Antarctica have come across the place name Una Peaks on Booth Island (the most photographed place on the continent apparently). The original name given by BAS scientists to these peaks was ""Una's Tits"" supposedly based on one of their colleagues. I have always avoided using this name but many still do.",Yes,"I have heard male colleagues refer to female colleagues as ""the pony club"". I was quite depressed to find out that these female colleagues were actually aware of this name and seemed to take some sort of very misguided pride in it.   ",Yes,"there is a relatively well known example in Sweden not using language but imagery. it is a cartoon depicting the Laurentain plate being pushed over the Baltic plate explaining the formation of the Scandes mountains. on the one side there is a ""sophisticated"" Swede pushing the plates together demonstrating is knowledge and understanding of the tectonic setting. On the other side there is a Sami man (the indigenous people of northern Scandinavia) who is dressed very basically and is trying to push back on the plates thus displaying his lack of knowledge, e.g. giving the impression of being a simpleton (of course in reality the Sami have had a whole wealth of information and knowledge about the landscape in which they have lived for thousands of years!) ",No,,No,,"Cryosphere Sciences,Paleoceanography and Paleoclimatology,Earth and Planetary Surface Processes/Geomorphology,Near-Surface Geophysics,Sedimentology",,"Fieldwork,Labwork",,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,"Asian,White",,Other,British Asian,Scotland,Sweden
2024-12-09 00:38:15,2024-12-09 00:43:02,IP Address,141.38.1.186,100,286,True,2024-12-09 00:43:02,R_2rpIsandjqFi5ah,,,,,50.1367,8.9243,anonymous,EN,Yes,No,,Yes,,Yes,,No,,No,,No,,No,,"Atmospheric Sciences,Cryosphere Sciences,Geodesy",,"Modeling/theory,Other",satellite imagery,"Post-industrial era (post-1750 CE),Cenozoic (Quaternary, Neogene, Eogene)",,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,Not Hispanic or Latinx,,Germany,Germany
2024-12-09 00:58:16,2024-12-09 01:07:34,IP Address,130.238.140.227,100,557,True,2024-12-09 01:07:34,R_2tifoXTwOifz5fn,,,,,59.8551,17.6343,anonymous,EN,Yes,Yes,"Phrases such as ""mother earth"" or ""mother nature""",No,,No,,No,,No,,No,,No,,Cryosphere Sciences,,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,Graduate student,,Woman or woman identified,,Female,,"Queer,Asexual",,White,,Not Hispanic or Latinx,,belgium,sweden
2024-12-09 01:44:30,2024-12-09 01:48:44,IP Address,37.201.4.207,100,253,True,2024-12-09 01:48:45,R_8qpY4HVvXfQOOmA,,,,,48.0089,7.8464,anonymous,EN,Yes,No,,No,,No,,No,,No,,No,,No,,"Earth and Planetary Surface Processes/Geomorphology,Education",,"Fieldwork,Modeling/theory",,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,germany,germany
2024-12-09 01:52:46,2024-12-09 01:55:39,IP Address,132.230.196.27,100,173,True,2024-12-09 01:55:40,R_8ngPNbfhvd4qdON,,,,,47.9908,7.8578,anonymous,EN,Yes,Yes,"""her"" flow (riverine discharge)",Yes,"Don't remember exactly, but I remember being aware of it",No,,No,,No,,No,,No,,Earth and Planetary Surface Processes/Geomorphology,,"Fieldwork,Labwork,Modeling/theory",,"Cenozoic (Quaternary, Neogene, Eogene)",,Graduate student,,Woman or woman identified,,Female,,Straight,,White,,Not Hispanic or Latinx,,Netherlands,Germany
2024-12-09 02:01:22,2024-12-09 02:07:48,IP Address,132.230.196.30,100,385,True,2024-12-09 02:07:48,R_8AMT9crjwBtonGz,,,,,47.9908,7.8578,anonymous,EN,Yes,Yes,"mnemonic aid for convex and concave. 
""Konvex buckel wie eine Hex""",Yes,,No,,Yes,,No,,No,,Yes,,"Fluid Earth + Climate,Atmospheric Sciences,Global Environmental Change,Natural Hazards,Informatics",,N/A,,Post-industrial era (post-1750 CE),,"Faculty (tenure-track, teaching, research, adjunct)/ Research scientist/ Staff scientist or equivalent)",,Man or man identified,,Male,,Straight,,White,,,,Germany,Germany
